drug,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,acid,base,neutral,zwitterion,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug
valacyclovir hydrochloride,1,-0.8,2,-0.4,-0.06,11.99,7.48,360.8,9,10,3,5,23,0,0,1,0,324.34,324.1546,0,0,151.14,0.44,0,7,1,0,0,1
nelarabine,1,-1.97,2,-1.57,-1.57,12.45,4.47,297.27,10,10,4,5,21,0,0,1,0,297.27,297.1073,0,0,148.77,0.51,0,3,0,1,0,1
esmolol hydrochloride,0,1.53,1,-0.4,1.82,0,9.67,331.84,5,5,2,2,21,0,1,0,0,295.38,295.1784,0,0,67.79,0.68,0,9,0,1,0,0
chembl1201116,1,1.41,1,-1.99,0.06,3.33,4.79,389.48,5,7,2,2,27,1,0,0,0,389.48,389.1409,0,0,89.95,0.76,0,3,1,0,0,1
methocarbamol,0,0.53,1,0.45,0.45,13.6,0,241.24,5,6,2,3,17,0,0,1,0,241.24,241.095,0,0,91.01,0.76,0,6,1,1,0,0
chembl1201118,1,-0.73,1,-4.1,-0.65,3.18,0,493.53,12,12,2,2,30,1,0,0,0,471.55,471.0453,1,1,163.33,0.2,0,9,0,1,0,0
chembl1201119,1,3.95,2,2.76,2.8,0.3,9.48,672.96,4,5,3,4,23,0,0,0,1,650.98,650.7901,1,1,92.78,0.43,0,5,1,1,0,0
remifentanil hydrochloride,2,2,1,1.16,1.52,0,7.51,412.91,6,7,0,0,27,0,0,1,0,376.45,376.1998,0,0,76.15,0.68,0,7,0,1,0,0
chembl1201121,1,1.41,1,-1.99,0.06,3.33,4.79,427.57,5,7,2,2,27,1,0,0,0,389.48,389.1409,0,0,89.95,0.76,0,3,1,0,0,1
ketorolac tromethamine,0,2.29,2,-0.96,2.28,3.84,0,376.41,3,4,1,1,19,1,0,0,0,255.27,255.0895,0,0,59.3,0.86,1,3,1,1,1,0
darunavir ethanolate,1,2.38,2,2.82,2.82,13.59,2.39,593.74,8,10,3,4,38,0,0,1,0,547.67,547.2352,1,1,140.42,0.36,0,11,1,0,0,0
decitabine,1,-2.14,1,-2.16,-2.16,13.89,0,228.21,8,8,3,4,16,0,0,1,0,228.21,228.0859,0,0,123.49,0.53,0,2,1,0,0,1
chembl1201130,2,-0.22,0,-3.72,-4.49,2.26,0,153.61,1,3,1,1,8,1,0,0,0,118.16,118.0863,0,0,37.3,0.51,1,2,0,0,0,0
chembl1201131,2,3.72,1,4.1,4.1,0,0,338.44,5,5,0,0,24,0,0,1,0,338.44,338.2093,0,0,46.15,0.51,0,13,0,0,1,0
nalbuphine hydrochloride,1,1.71,1,-0.73,1.19,10.39,9.62,393.91,5,5,3,3,26,0,1,0,0,357.45,357.194,0,0,73.16,0.75,0,2,0,1,0,0
lubiprostone,1,4.31,0,1.6,4.56,4.3,0,390.47,4,5,2,2,27,1,0,0,0,390.47,390.2218,0,0,83.83,0.51,0,11,1,0,0,0
megestrol acetate,1,4.58,0,3.72,3.72,0,0,384.52,4,4,0,0,28,0,0,1,0,384.52,384.2301,0,0,60.44,0.65,0,2,1,0,0,0
ibuprofen lysine,0,3.07,1,1.34,3.84,4.85,0,352.48,1,2,1,1,15,1,0,0,0,206.28,206.1307,0,0,37.3,0.82,0,4,0,1,0,0
rasagiline mesylate,1,1.9,1,1.27,2.3,0,8.4,267.35,1,1,1,1,13,0,0,1,0,171.24,171.1048,0,0,12.03,0.67,1,2,1,0,0,0
norethindrone acetate,1,4.06,0,3.66,3.66,0,0,340.46,3,3,0,0,25,0,0,1,0,340.46,340.2038,0,0,43.37,0.53,0,1,1,1,1,1
chembl1201148,1,2.01,0,2.02,2.02,12.44,0,372.46,5,5,2,2,27,0,0,1,0,372.46,372.1937,0,0,91.67,0.77,0,2,1,0,0,0
naltrexone hydrochloride,1,1.53,1,0.13,1.36,10.11,8.88,377.87,5,5,2,2,25,0,1,0,0,341.41,341.1627,0,0,70,0.85,0,2,1,0,0,0
sumatriptan succinate,2,1.32,2,-1.24,0.74,11.24,9.54,413.5,3,5,2,2,20,0,1,0,0,295.41,295.1354,0,0,65.2,0.84,0,6,1,1,1,0
chembl1201151,1,3.92,1,4.04,4.04,0,0,310.44,2,2,1,1,23,0,0,1,0,310.44,310.1933,0,0,29.46,0.8,0,1,1,0,0,1
nalmefene hydrochloride,1,2.51,1,0.07,1.95,10.35,9.57,375.9,4,4,2,2,25,0,1,0,0,339.44,339.1834,0,0,52.93,0.81,0,2,0,1,0,0
chembl1201153,0,1.91,1,-0.22,1.05,10.01,9.01,335.42,4,4,4,4,17,0,1,0,0,239.31,239.1521,0,0,72.72,0.59,0,5,0,0,1,0
prochlorperazine edisylate,2,4.58,2,3.69,4.38,0,7.99,564.15,4,3,0,0,25,0,0,1,0,373.95,373.1379,0,0,9.72,0.78,0,4,1,1,0,0
loxapine,2,3.77,2,3.26,3.46,0,7.18,445.9,4,4,0,0,23,0,0,1,0,327.81,327.1138,0,0,28.07,0.74,0,0,1,0,0,0
nortriptyline hydrochloride,2,3.83,2,1.58,4.43,0,10.47,299.85,1,1,1,1,20,0,1,0,0,263.38,263.1674,0,0,12.03,0.83,0,3,1,0,0,0
chembl1201159,2,4.14,2,2.43,3.82,0,8.77,372.94,2,3,0,0,25,0,1,0,0,336.48,336.2202,0,0,23.55,0.79,0,6,0,0,1,0
mafenide acetate,2,-0.21,1,-1.96,-0.52,10.25,9.04,246.29,3,4,2,4,12,0,1,0,0,186.24,186.0463,0,0,86.18,0.67,0,2,0,0,1,0
dorzolamide hydrochloride,1,0.61,1,-0.07,-0.12,8.16,6.88,360.91,6,6,2,3,19,0,0,1,0,324.45,324.0272,0,0,106.33,0.85,0,3,0,0,1,0
sufentanil citrate,2,4.21,2,2.13,3.61,0,8.86,578.68,4,4,0,0,27,0,1,0,0,386.56,386.2028,0,0,32.78,0.68,0,8,0,1,0,0
chembl1201165,1,5.23,1,5.4,5.4,0,0,364.53,2,2,1,1,27,0,0,1,0,364.53,364.2402,1,1,29.46,0.73,0,2,1,0,0,0
carvedilol phosphate,0,3.74,4,2.07,3.42,0,8.74,504.48,5,6,3,3,30,0,1,0,0,406.48,406.1893,0,0,75.74,0.35,0,10,1,0,0,0
isocarboxazid,2,1.42,2,1.43,1.43,10.42,2.83,231.25,4,5,2,2,17,0,0,1,0,231.25,231.1008,0,0,67.16,0.78,0,4,1,0,0,0
chembl1201170,-1,0,0,0,0,0,0,209.92,0,0,0,0,0,0,0,0,0,209.92,210.0515,0,0,0,0,0,0,1,0,0,0
chembl1201171,2,2.97,1,2.68,2.84,0,7.06,329.87,4,4,0,0,21,0,0,1,0,293.41,293.1991,0,0,30.93,0.66,0,9,0,0,1,0
medrysone,1,3.94,0,3.13,3.13,0,0,344.5,3,3,1,1,25,0,0,1,0,344.5,344.2351,0,0,54.37,0.78,0,1,0,0,1,0
chembl1201174,1,2.02,2,-0.14,1.26,0,8.78,523.33,5,6,1,2,28,0,1,0,0,407.32,407.1181,0,0,77.04,0.62,0,4,1,0,0,0
levobunolol hydrochloride,1,2.33,1,-0.04,2.18,0,9.66,327.85,4,4,2,2,21,0,1,0,0,291.39,291.1834,0,0,58.56,0.87,0,5,0,0,1,0
lisdexamfetamine dimesylate,1,1.19,1,-2.54,1.14,0,10.21,455.6,3,4,3,5,19,0,1,0,0,263.38,263.1998,0,0,81.14,0.62,0,8,1,0,0,1
chembl1201179,2,6.14,5,4.4,4.64,0,7.26,943.49,8,8,2,2,40,0,0,1,0,581.07,580.1347,2,2,106.35,0.18,0,11,1,0,0,0
diclofenac epolamine,2,4.36,2,1.1,4.26,4,0,411.33,2,3,2,2,19,1,0,0,0,296.15,295.0167,0,0,49.33,0.88,0,4,0,0,1,0
temsirolimus,1,0,0,0,0,0,0,1030.3,0,0,0,0,0,0,0,0,0,1030.3,1029.6025,0,0,0,0,0,0,0,1,0,0
lanreotide acetate,1,0,0,0,0,0,0,1156.4,0,0,0,0,0,0,0,0,0,1096.35,1095.467,0,0,0,0,0,0,0,1,0,0
chembl1201185,1,0,0,0,0,0,0,1096.35,0,0,0,0,0,0,0,0,0,1096.35,1095.467,0,0,0,0,0,0,0,1,0,0
maraviroc,1,5.95,2,1.68,3.63,13.98,9.35,513.68,5,6,1,1,37,0,1,0,0,513.68,513.3279,2,2,63.05,0.47,0,8,1,0,0,0
levocetirizine dihydrochloride,1,3.15,2,0.65,0.87,3.59,7.42,461.82,4,5,1,1,27,1,0,0,0,388.9,388.1554,0,0,53.01,0.7,0,8,1,0,0,0
chembl1201191,1,3.15,2,0.65,0.87,3.59,7.42,388.9,4,5,1,1,27,1,0,0,0,388.9,388.1554,0,0,53.01,0.7,0,8,1,0,0,0
chembl1201192,1,2.01,2,1.52,1.53,8.84,0,273.36,2,3,1,2,19,0,0,1,0,273.36,273.0823,0,0,60.16,0.91,0,5,1,0,0,0
chembl1201193,1,3.9,1,3.82,4.52,13.62,8,288.44,2,3,1,1,21,0,0,1,0,288.44,288.2202,0,0,32.34,0.89,0,5,0,1,0,0
chembl1201195,1,-0.73,1,-4.1,-0.65,3.18,0,471.55,12,12,2,2,30,1,0,0,0,471.55,471.0453,1,1,163.33,0.2,0,9,0,1,0,0
ertaczo,0,7.02,4,6.19,6.23,0,6.48,437.78,4,3,0,0,27,0,0,1,0,437.78,435.9971,1,1,27.05,0.32,0,6,0,0,1,0
chembl1201197,1,0.9,3,-0.92,-0.88,5.52,8.09,558.52,8,11,4,5,40,1,0,0,0,558.52,558.1839,2,1,159.65,0.33,0,7,0,1,0,1
chembl1201198,2,0.18,3,-1.38,0.24,2.6,0.39,228.22,6,7,1,1,17,1,0,0,0,228.22,228.076,0,0,88.83,0.64,0,1,0,0,1,0
leuprolide,1,0,0,0,0,0,0,1209.42,0,0,0,0,0,0,0,0,0,1209.42,1208.6455,0,0,0,0,0,0,1,1,0,0
chembl1201201,1,1.84,1,-0.44,2.24,0,10.21,149.24,1,1,1,1,11,0,1,0,0,149.24,149.1204,0,0,12.03,0.69,1,3,1,0,0,0
chembl1201202,1,0,0,0,0,0,0,1508.27,0,0,0,0,0,0,0,0,0,1508.27,1506.9513,0,0,0,0,0,0,0,1,0,0
benztropine,1,4.42,2,2.06,4.19,0,9.54,307.44,2,2,0,0,23,0,1,0,0,307.44,307.1936,0,0,12.47,0.83,0,4,1,1,0,0
chembl1201204,1,0.33,3,-2.91,0.15,3.19,3.85,612.65,13,15,5,5,42,1,0,0,0,612.65,612.1209,2,2,212.76,0.16,0,9,0,1,0,0
chembl1201206,1,3.63,0,-5.28,-5.28,0,5.31,602.91,6,8,0,0,43,0,0,1,0,602.91,602.476,1,1,59.08,0.36,0,4,0,1,0,0
chembl1201207,1,2.01,0,-2.01,1.56,1.18,0,472.45,6,8,4,4,32,1,0,0,0,472.45,472.1662,0,0,141.36,0.46,0,4,0,1,0,1
chembl1201208,0,1.74,1,0.91,1.79,0,8.22,177.25,2,2,1,1,13,0,0,1,0,177.25,177.1154,0,0,21.26,0.71,1,1,1,0,0,0
chembl1201210,0,4.83,2,3.58,4.55,0,8.32,340.49,4,3,0,0,24,0,0,1,0,340.49,340.1609,0,0,23.55,0.73,0,5,0,1,0,0
midodrine  hydrochloride,0,-0.19,1,-1.76,-0.95,13.77,8.14,254.29,5,6,3,4,18,0,0,1,0,254.29,254.1267,0,0,93.81,0.65,0,6,1,0,0,1
chembl1201213,0,1.91,1,-0.22,1.05,10.01,9.01,239.31,4,4,4,4,17,0,1,0,0,239.31,239.1521,0,0,72.72,0.59,0,5,0,0,1,0
dapiprazole,2,2.29,2,1.98,2.42,0,7.64,325.46,5,5,0,0,24,0,0,1,0,325.46,325.2266,0,0,37.19,0.86,0,4,0,0,1,0
chembl1201217,2,3.92,1,2.67,3.68,0,8.36,289.42,3,3,0,0,21,0,0,1,0,289.42,289.2042,0,0,29.54,0.54,0,8,0,0,1,0
chembl1201218,1,-0.04,2,-3.04,0.42,3.1,0,490.52,11,12,2,2,33,1,0,0,0,490.52,490.0729,1,1,156.61,0.28,0,9,0,1,0,1
vecuronium bromide ,1,5.97,0,-1.34,0.89,0,9.65,557.84,5,6,0,0,40,0,1,0,0,557.84,557.4313,2,2,55.84,0.32,0,4,0,1,0,0
chembl1201222,1,1.19,1,-2.54,1.14,0,10.21,263.38,3,4,3,5,19,0,1,0,0,263.38,263.1998,0,0,81.14,0.62,0,8,1,0,0,1
chembl1201224,1,-0.87,2,-3.58,-0.93,2.73,3.42,511.57,14,14,3,4,33,1,0,0,0,511.57,511.0515,2,2,190.81,0.17,0,8,0,1,0,0
lidocaine- kenalog- povidone iodine,2,1.77,0,1.36,1.36,0,0,253.81,0,0,0,0,2,0,0,0,0,253.81,253.8089,0,0,0,0.58,1,0,0,0,0,0
chembl1201227,0,3.94,1,1.87,3.79,13.84,9.32,287.45,2,2,1,1,21,0,1,0,0,287.45,287.2249,0,0,23.47,0.89,0,5,1,0,0,0
chembl1201229,2,6.76,2,-1.42,-1.42,0,0,556.79,4,8,0,0,40,0,0,0,0,556.79,556.3978,2,2,59.08,0.18,0,15,0,0,1,0
chembl1201231,1,1.67,0,-2.42,1.15,1.18,0,440.43,6,8,4,4,30,1,0,0,0,440.43,440.16,0,0,141.36,0.48,0,4,1,1,1,0
chembl1201232,2,4.11,2,0.14,0.14,0,0,353.53,1,3,1,2,26,0,0,1,0,353.53,353.2587,0,0,43.09,0.71,0,8,1,0,0,0
chembl1201233,1,0.92,1,1.18,1.41,9.29,7.22,239.27,5,5,3,4,17,0,0,1,0,239.27,239.1158,0,0,92.78,0.54,0,4,0,1,0,1
chembl1201234,2,2.23,1,-0.22,2.52,0,10.3,163.26,1,1,1,1,12,0,1,0,0,163.26,163.1361,0,0,12.03,0.72,1,3,0,1,0,0
chembl1201235,0,2.03,1,-2.57,-2.57,11.99,0,290.38,3,4,1,1,21,0,0,1,0,290.38,290.1751,0,0,46.53,0.68,1,3,1,0,0,0
carbidopa,1,-0.05,1,-2.53,-1.21,2.35,5.66,226.23,5,6,5,6,16,1,0,0,0,226.23,226.0954,1,0,115.81,0.28,0,4,1,0,0,0
chembl1201237,1,2.33,1,-0.04,2.18,0,9.66,291.39,4,4,2,2,21,0,1,0,0,291.39,291.1834,0,0,58.56,0.87,0,5,0,0,1,0
chembl1201242,2,3.22,2,0.46,3.26,0,10.4,308.43,2,3,2,3,23,0,1,0,0,308.43,308.1889,0,0,55.12,0.81,0,6,1,0,0,0
rocuronium,1,4.41,0,-1,-0.33,0,7.96,529.79,5,6,1,1,38,0,0,1,0,529.79,529.4,1,1,59,0.32,0,5,0,1,0,0
chembl1201245,0,4.12,2,2.94,4.42,0,8.87,334.26,2,2,0,0,20,0,1,0,0,334.26,333.0728,0,0,12.47,0.79,0,6,1,0,0,0
chembl1201247,1,0,0,0,0,0,0,1269.43,0,0,0,0,0,0,0,0,0,1269.43,1268.6414,0,0,0,0,0,0,0,1,0,0
chembl1201248,1,8.07,4,-0.96,-0.96,0,0,929.16,12,14,0,0,67,0,0,1,0,929.16,928.5074,3,3,126.44,0.04,0,24,0,1,0,0
chembl1201250,0,2.42,1,0.8,1.42,0,7.9,404.51,6,7,0,0,29,0,0,1,0,404.51,404.2311,0,0,68.31,0.68,0,6,0,1,1,0
chembl1201255,1,0,0,0,0,0,0,1323.53,0,0,0,0,0,0,0,0,0,1323.53,1322.6673,0,0,0,0,0,0,0,1,0,0
trimethobenzamide,2,2.58,2,0.77,2.16,0,8.77,388.46,6,7,1,1,28,0,1,0,0,388.46,388.1998,0,0,69.26,0.67,0,10,1,1,0,0
chembl1201260,2,0.98,1,-1.15,1.27,0,12.41,177.25,1,3,2,2,13,0,1,0,0,177.25,177.1266,0,0,36.42,0.52,1,2,1,0,0,0
chembl1201262,0,2.84,1,1.8,3.71,0,9.33,351.44,6,6,2,2,25,0,1,0,0,351.44,351.2046,0,0,84.86,0.63,0,5,0,0,1,1
chembl1201263,1,2.67,0,2.28,2.32,12.61,6.43,475.63,7,7,2,2,34,0,0,1,0,475.63,475.2934,0,0,104.14,0.55,0,7,0,0,1,1
chembl1201264,2,3.95,2,-0.47,-0.47,0,0,340.44,3,4,0,0,25,0,0,1,0,340.44,340.1907,0,0,35.53,0.59,0,6,1,0,0,0
chembl1201265,1,2.22,0,-1.5,1.83,3.66,0,474.55,7,8,3,3,34,1,0,0,0,474.55,474.2254,0,0,138.2,0.5,0,6,0,1,0,1
lodoxamide tromethamine,2,0.26,1,-6.23,0.83,0.56,0,311.64,5,9,4,4,21,1,0,0,0,311.64,310.9945,0,0,156.59,0.57,0,2,0,0,1,0
chembl1201269,2,2.62,1,0.07,2.69,0,10.24,183.68,1,1,1,2,12,0,1,0,0,183.68,183.0815,0,0,26.02,0.75,1,2,1,0,0,0
chembl1201270,2,-1.02,0,0.38,0.39,0,5.88,140.19,4,4,0,0,10,0,0,1,0,140.19,140.1062,0,0,12.96,0.43,0,0,1,0,0,1
chembl1201271,0,6.54,3,7.01,7.42,0,7.6,433.04,2,2,0,0,31,0,0,1,0,433.04,432.2332,1,1,6.48,0.45,0,5,1,0,0,0
chembl1201273,0,2.08,2,0.24,1.48,9.86,8.98,331.37,6,6,4,4,24,0,1,0,0,331.37,331.142,0,0,91.18,0.61,0,6,1,0,0,0
chembl1201274,1,2.39,1,0.31,2.54,0,9.67,307.43,4,4,2,2,22,0,1,0,0,307.43,307.2147,0,0,50.72,0.62,0,11,0,0,1,0
chembl1201281,1,1.32,1,-2.19,1.14,3.65,0,423.2,7,10,3,3,27,1,0,0,0,423.2,422.0284,0,0,156.07,0.22,0,10,0,1,0,1
cinacalcet,1,6.14,3,3.75,6.27,0,10.01,357.42,1,1,1,1,26,0,1,0,0,357.42,357.1704,1,1,12.03,0.52,0,6,1,0,0,0
chembl1201286,0,3.48,1,-0.2,-0.2,11.53,0,348.51,3,4,1,1,25,0,0,1,0,348.51,348.2533,0,0,46.53,0.58,0,8,1,0,0,0
chembl1201287,1,3.93,2,1.68,3.75,0,9.48,319.25,2,2,0,0,19,0,1,0,0,319.25,318.0732,0,0,16.13,0.83,0,5,1,0,0,0
dantrolene,2,1.74,2,1.2,1.26,8.23,0,314.26,6,9,1,1,23,0,0,1,0,314.26,314.0651,0,0,118.05,0.4,0,4,1,1,0,0
chembl1201289,1,6.42,0,7.58,7.96,12.59,7.55,663.41,8,8,3,3,44,0,0,1,0,663.41,662.4095,2,2,108.33,0.07,0,22,1,0,0,1
acamprosate calcium,2,-0.6,0,-4.1,-2.75,-0.88,0,181.21,3,5,2,2,11,1,0,0,0,181.21,181.0409,0,0,83.47,0.45,0,4,1,0,0,0
chembl1201294,2,5.48,3,4.76,5.88,0,8.5,452.6,4,4,0,0,34,0,0,1,0,452.6,452.2464,1,1,53.33,0.42,0,8,1,0,0,0
chembl1201295,0,5.16,3,4.15,6.3,14,9.59,461.56,6,6,2,2,34,0,1,0,0,461.56,461.2202,1,1,84.86,0.37,0,7,0,0,1,1
chembl1201302,1,2.01,0,-2.01,1.56,1.18,0,472.45,6,8,4,4,32,1,0,0,0,472.45,472.1662,0,0,141.36,0.46,0,4,0,1,1,1
chembl1201303,2,5.31,4,1.41,1.41,0,1.48,382.53,2,3,0,0,29,0,0,1,0,382.53,382.2278,1,1,12.05,0.44,0,4,1,0,0,0
chembl1201309,1,0,0,0,0,0,0,1322.5,0,0,0,0,0,0,0,0,0,1322.5,1321.6356,0,0,0,0,0,0,0,0,1,0
chembl1201313,0,3.53,2,1.97,3.46,13.18,8.87,289.81,2,2,1,1,20,0,1,0,0,289.81,289.1233,0,0,23.47,0.91,0,5,1,0,0,0
valganciclovir,0,-1.44,2,-1.55,-1.21,10.16,7.48,354.37,10,11,4,6,25,0,0,1,0,354.37,354.1652,2,0,171.37,0.41,0,8,1,0,0,1
chembl1201317,2,1.47,0,-2.65,0.93,1.17,0,229.38,2,4,2,2,10,1,0,0,0,229.38,227.8913,0,0,66.76,0.56,0,2,1,0,0,1
chembl1201319,1,0.77,1,-1.3,-0.05,9.03,9.68,167.21,3,3,3,4,12,0,1,0,0,167.21,167.0946,0,0,66.48,0.61,0,2,0,1,0,0
chembl1201320,1,2.9,3,2.43,2.43,9.68,4.77,345.42,5,6,1,1,24,0,0,1,0,345.42,345.1147,0,0,77.1,0.77,0,5,1,1,0,1
chembl1201321,2,5,3,2.65,2.65,3.38,9.41,424.54,3,4,1,1,32,0,0,0,1,424.54,424.2151,1,1,64.33,0.58,0,7,1,0,0,0
chembl1201323,2,-0.09,1,-2.38,-0.28,0,9.56,111.15,2,3,2,3,8,0,1,0,0,111.15,111.0796,0,0,54.7,0.56,1,2,0,1,0,0
chembl1201325,0,2.85,1,-0.99,-0.99,13.51,4.95,317.5,2,3,1,1,23,0,0,1,0,317.5,317.2587,0,0,23.47,0.86,0,4,1,0,0,0
chembl1201328,2,3.88,2,2.89,3.35,0,7.67,425.6,6,5,1,1,30,0,0,1,0,425.6,425.2137,0,0,47.02,0.65,0,8,1,0,0,0
chembl1201329,0,3.66,2,2.32,2.32,0,0,365.52,1,3,0,0,26,0,0,1,0,365.52,365.1682,0,0,23.55,0.6,0,4,0,1,0,0
triptorelin,1,0,0,0,0,0,0,1311.47,0,0,0,0,0,0,0,0,0,1311.47,1310.6309,0,0,0,0,0,0,0,1,0,0
glycopyrronium,0,2.46,1,-1.41,-1.41,11.53,0,318.44,3,4,1,1,23,0,0,1,0,318.44,318.2064,0,0,46.53,0.69,0,4,1,1,1,0
fosphenytoin,2,1.55,2,-1.65,1.67,1.46,0,362.28,4,8,3,3,25,1,0,0,0,362.28,362.0668,0,0,116.17,0.55,0,5,0,1,0,1
chembl1201338,0,2.18,1,1.26,2.32,0,8.42,291.39,4,4,1,1,21,0,0,1,0,291.39,291.1834,0,0,49.77,0.82,0,6,0,0,1,0
chembl1201340,2,4.36,2,-0.15,-0.15,0,0,278.42,0,1,0,0,21,0,0,0,0,278.42,278.1903,0,0,0,0.72,0,2,1,0,0,0
echothiophate iodide for ophthalmic solution,2,2.61,0,-3.05,-3.05,0,0,256.33,4,4,0,0,15,0,0,0,0,256.33,256.1131,0,0,35.53,0.49,0,8,0,0,1,0
chembl1201342,0,5.02,2,3.13,5.06,0,9.34,309.48,2,1,0,0,22,0,1,0,0,309.48,309.1551,1,1,3.24,0.77,0,2,1,0,0,0
chembl1201345,0,4.22,0,2.66,5.04,-1.05,0,294.46,3,4,1,1,19,1,0,0,0,294.46,294.1865,0,0,63.6,0.58,0,11,0,1,0,0
chembl1201346,2,2.71,2,-3.62,3.17,3.06,0,357.32,6,9,4,4,26,1,0,0,0,357.32,357.0961,0,0,148.65,0.56,0,7,1,0,0,1
chembl1201347,2,3.41,2,2.15,3.64,0,8.88,352.48,4,4,1,2,26,0,1,0,0,352.48,352.2151,0,0,55.56,0.64,0,6,1,1,0,0
chembl1201349,2,8.24,4,-0.28,-0.28,0,0,502.75,0,2,0,0,38,0,0,1,0,502.75,502.3337,2,2,0,0.16,0,9,0,1,0,0
chembl1201352,1,6.91,0,0.1,2.32,0,9.65,597.91,5,6,0,0,43,0,1,0,0,597.91,597.4626,2,2,55.84,0.18,0,7,0,1,0,0
chembl1201353,1,3.82,2,1.52,3.58,0,9.47,274.8,2,2,0,0,19,0,1,0,0,274.8,274.1237,0,0,16.13,0.82,0,5,1,0,0,0
chembl1201354,0,4.72,1,0.29,0.29,13.69,0,318.53,1,2,1,1,23,0,0,1,0,318.53,318.2791,0,0,20.23,0.69,0,8,1,1,0,0
chembl1201355,1,0,0,0,0,0,0,1352.43,0,0,0,0,0,0,0,0,0,1352.43,1351.4485,0,0,0,0,0,0,0,1,0,0
methylergonovine,1,1.92,2,0.95,1.59,0,7.93,339.44,3,5,3,3,25,0,0,1,0,339.44,339.1947,0,0,68.36,0.8,0,4,1,1,0,0
desvenlafaxine succinate,0,2.73,1,1.07,2.29,10.11,8.87,381.47,3,3,2,2,19,0,1,0,0,263.38,263.1885,0,0,43.7,0.88,0,4,1,0,0,0
chembl1201729,2,7.05,3,3.96,5.28,9.08,9.79,593.23,6,7,1,1,39,0,1,0,0,556.77,556.2971,2,2,88.85,0.13,0,18,1,0,0,0
nebivolol hydrochloride,0,2.36,2,1.71,3.21,13.52,8.9,441.9,5,5,3,3,29,0,1,0,0,405.44,405.1752,0,0,70.95,0.69,0,6,1,0,0,0
pazopanib hydrochloride,2,3.14,4,3.55,3.55,10.41,4.36,473.99,8,9,2,3,31,0,0,1,0,437.53,437.1634,0,0,119.03,0.49,0,5,1,0,0,0
bendamustine hydrochloride,2,3.26,2,0.81,1.8,4.36,6.41,394.73,4,5,1,1,23,1,0,0,0,358.27,357.1011,0,0,58.36,0.7,0,9,0,1,0,0
bupropion hydrobromide,0,3.3,1,2.39,3.27,0,8.22,320.66,2,2,1,1,16,0,0,1,0,239.75,239.1077,0,0,29.1,0.82,0,3,1,0,0,0
chembl1201740,2,6.36,5,5.35,5.36,12.38,5.92,584,7,8,2,2,39,0,0,1,0,529.53,529.1838,2,2,97.62,0.27,0,6,1,0,0,0
chembl1201743,0,1.16,0,-0.7,-0.08,0,7.9,351.88,4,5,2,3,23,0,0,1,0,315.42,315.1947,0,0,90.35,0.8,0,2,1,0,0,0
chembl1201745,2,3.81,2,0.9,4.36,3.1,0,421.92,3,4,1,1,22,1,0,0,0,318.76,318.0659,0,0,63.6,0.85,0,5,1,0,0,0
pralatrexate,0,0.98,3,-5.71,0.62,3.26,2.85,477.48,9,12,5,7,35,1,0,0,0,477.48,477.1761,2,0,207.3,0.26,0,10,0,1,0,0
alcaftadine,2,2.78,2,1.98,2.17,0,7.15,307.4,4,4,0,0,23,0,0,1,0,307.4,307.1685,0,0,38.13,0.76,0,1,0,0,1,0
cabazitaxel,1,4.57,2,4.2,4.2,11.96,0,835.94,14,15,3,3,60,0,0,1,0,835.94,835.3779,2,2,202.45,0.17,0,10,0,1,0,0
difluprednate,1,3.52,0,3,3,13.58,0,508.56,7,7,1,1,36,0,0,1,0,508.56,508.2273,1,1,106.97,0.55,0,6,0,0,1,1
ixabepilone,1,4.05,1,3.39,3.39,13.85,2.73,506.71,7,7,3,3,35,0,0,1,0,506.71,506.2814,1,1,112.05,0.52,0,2,0,1,0,0
pitavastatin magnesium,1,4.52,3,0.89,2.92,4.13,4.86,421.47,4,5,3,3,31,1,0,0,0,421.47,421.1689,0,0,90.65,0.5,0,8,1,0,0,0
rufinamide,2,0.7,2,1.27,1.27,12.64,0,238.2,4,5,1,2,17,0,0,1,0,238.2,238.0666,0,0,73.8,0.85,0,3,1,0,0,0
chembl1201758,1,4.17,2,0.55,0.55,4.1,9.39,388.9,4,5,1,1,27,0,0,0,1,388.9,388.1554,0,0,62.66,0.73,0,8,0,0,1,0
bepotastine besilate,1,4.17,2,0.55,0.55,4.1,9.39,547.07,4,5,1,1,27,0,0,0,1,388.9,388.1554,0,0,62.66,0.73,0,8,0,0,1,0
besifloxacin,1,3.14,2,0.54,0.54,5.45,9.67,393.85,5,6,2,3,27,0,0,0,1,393.85,393.1255,0,0,88.56,0.84,0,3,0,0,1,0
chembl1201761,1,3.14,2,0.54,0.54,5.45,9.67,430.31,5,6,2,3,27,0,0,0,1,393.85,393.1255,0,0,88.56,0.84,0,3,0,0,1,0
chembl1201764,1,5.38,2,2.65,5.7,0,10.64,411.59,4,4,1,1,30,0,1,0,0,411.59,411.2773,1,1,49.77,0.42,0,10,1,0,0,1
fesoterodine fumarate,1,5.38,2,2.65,5.7,0,10.64,527.66,4,4,1,1,30,0,1,0,0,411.59,411.2773,1,1,49.77,0.42,0,10,1,0,0,1
