drug,atc,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,molecular species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug,withdrawn flag,black_box warning,smiles,name,,,,,,,,
CHEMBL1200909,A07EA01_C05AA04_D07AA03_D07XA02_H02AB06_S01BA04_S01CB02_R01AD02_S02BA03_S03BA02_,1,3.54,0,3.45,3.45,12.61,None,458.6,6,6,2,2,33,NEUTRAL,458.6,458.2668,0,0,100.9,0.63,N,4,FALSE,TRUE,FALSE,1,FALSE,0,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Prednisolone butylacetate_Prednisolone tebutate_Hydeltra-tba_Anhydrous prednisolone tebutate_,,,,,,,,
CHEMBL1200910,,2,1.62,2,0.72,0.72,None,1.61,309.35,6,7,1,2,21,NEUTRAL,309.35,309.0783,0,0,106.5,0.86,N,3,TRUE,FALSE,FALSE,1,FALSE,0,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,Acetylsulfisoxazole_Acetyl sulfisoxazole_Gantrisin_Lipo gantrisin_NSC-759138_Sulfisoxizole acetyl_Sulfafurazole acetyl_Sulfisoxazole acetyl_Gantrisin pediatric_Acetyl sulfafurazole_Acetylsulfafurazole_,,,,,,,,
CHEMBL1200912,,2,1.97,1,-0.55,2.08,None,10.25,185.7,1,1,1,2,11,BASE,149.24,149.1204,0,0,26.02,0.68,Y,2,TRUE,FALSE,FALSE,0,FALSE,0,CC(C)(N)Cc1ccccc1.Cl,Lomaira_Obestin-30_Tora_Phentermine hcl_NSC-44090_Fastin_Ona-mast_Phentermine hydrochloride_Phentermine hydrochloride civ_Zantryl_Suprenza_Wilpo_Oby-trim_Adipex-p_,,,,,,,,
CHEMBL1200914,,1,2.34,2,0.47,2.04,9.93,9.28,444.98,6,7,2,3,28,BASE,408.52,408.1719,0,0,99.88,0.55,N,11,TRUE,FALSE,FALSE,0,FALSE,0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,Flomax_Bazetham mr_Pamsvax xl_YM-617_Flomax mr_Harnal_Faramsil_LY253351_Maxtron_YM617_Tamsulosin hydrochloride_Tamsulosin hcl_LY-253351_Tabphyn mr_Flectone xl_Morvesin xl_Galebon_Flomax relief mr_YM-12617-1_Pinexel pr_Alphacard mr_R-(-)-YM-12617_Prosurin xl_Stronazon_Contiflo xl_Omnic mr_Diffundox_Flomaxtra xl_Losinate mr_Tamfrex xl_Tamurex_Petyme_Cositam xl_,,,,,,,,
CHEMBL1200916,,0,5.89,2,3.93,5.47,None,8.93,407.05,4,2,0,0,25,BASE,370.59,370.1537,1,1,6.48,0.62,N,4,TRUE,FALSE,FALSE,0,TRUE,1,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,Thioridazine hydrochloride intensol_Mellaril_Thioridazine hcl_Thioridazine hydrochloride_NSC-186060_,,,,,,,,
CHEMBL1200920,,0,1.91,1,-0.22,1.05,10.01,9.01,275.78,4,4,4,4,17,BASE,239.31,239.1521,0,0,72.72,0.59,N,5,FALSE,FALSE,TRUE,0,FALSE,0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.Cl,Asthmalitan_Beta-2_Isoetharine hydrochloride s/f_Isoetarine hydrochloride_Isoetharine hcl_Dl-isoetharine hydrochloride_Numotac_Isoetharine hydrochloride_Bronkosol_,,,,,,,,
CHEMBL1200922,N05BC04_,0,1.23,0,1.21,1.21,None,None,232.28,4,6,2,4,16,NEUTRAL,232.28,232.1423,0,0,104.64,0.72,N,6,TRUE,FALSE,FALSE,0,FALSE,0,CCC(C)C(C)(COC(N)=O)COC(N)=O,Ipotensivo_Prean_Mioartrina_Carbuten_Sigmafon_Mebutina_Dicamoylmethane_Dormate_Axiten_Mebutamat_NSC-163921_Preminex_Vallene_Butatensin_W-583_Encapla_Mebutamate_,,,,,,,,
CHEMBL1200927,,1,3.82,2,1.52,3.58,None,9.47,390.87,2,2,0,0,19,BASE,274.8,274.1237,0,0,16.13,0.82,N,5,TRUE,FALSE,FALSE,0,FALSE,0,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Polaramine_Dexchlorpheniramine maleate_Mylaramine_D-chlorpheniramine maleate_Chlorpheniramine maleate, (s)-_Chlorpheniramine d-form maleate_NSC-759156_,,,,,,,
CHEMBL1200930,,0,2.99,3,2.09,2.09,9.35,4.24,381.43,5,6,1,1,25,NEUTRAL,359.45,359.1304,0,0,77.1,0.63,N,8,TRUE,FALSE,FALSE,0,FALSE,0,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],LY307640 SODIUM_E-3810 SODIUM_Rabeprazole sodium_Aciphex sprinkle_LY-307640_E-3810_Rabeprazole na_Aciphex_Sodium rabeprazole_NSC-759270_Pariet_LY-307640 SODIUM_Rabeprazole sodium salt_Idiazole_,,,,,,,,
CHEMBL1200933,,2,8.24,4,-0.28,-0.28,None,None,662.55,0,2,0,0,38,NEUTRAL,502.75,502.3337,2,2,0,0.16,N,9,FALSE,TRUE,FALSE,0,FALSE,0,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21.[Br-].[Br-],Hexaflurone bromide_Hexafluorenium bromide_NSC-19477_Mylaxen_Hexafluronium bromide_,,,,,,,,
CHEMBL1200934,,1,4.71,0,4.11,4.11,11.47,3.11,369.51,4,4,1,1,27,NEUTRAL,369.51,369.2304,0,0,58.89,0.33,N,2,TRUE,FALSE,FALSE,1,FALSE,0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,Dexnorgestrel acetime_ORF 10131_NSC-759159_Norgestimate_ORF-10131_RWJ 10131_RWJ-10131_,,,,,,,,
CHEMBL1200935,,1,3.96,3,1.9,4.54,None,10.11,507.47,3,4,1,2,32,BASE,426.56,426.2307,0,0,55.56,0.62,N,7,TRUE,FALSE,FALSE,0,FALSE,0,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Emselex_Enablex_UK-88525-04 (HYDROBROMIDE)_Darifenacin hydrobromide_Uk-88525-04 (hbr)_Darifenacin hbr_,,,,,,,,
CHEMBL1200936,,-1,None,None,None,None,None,None,588.73,None,None,None,None,None,NA,570.71,570.2512,None,None,None,None,None,None,FALSE,TRUE,FALSE,0,FALSE,0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O,Duracillin a.s._Procaine Benzylpenicillin_Penicillin g procaine_Procaini benzylpenicillinum_Procaine penicillin_Benzylpenicillin procaine_Pfizerpen_Duracillin_Crysticillin_Wycillin_Crysticillin a.s._Procaine Penicillin_Procaine penicillin g_Pfizerpen-as_,,,,,,,,
CHEMBL1200937,,1,2.27,1,1.41,1.58,13.17,7.09,690.86,11,13,2,2,48,NEUTRAL,690.86,690.3299,2,2,176.42,0.4,N,7,FALSE,TRUE,FALSE,0,FALSE,0,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,Dalfopristin_RP-54476_RP 54476_,,,,,,,,
CHEMBL1200940,,2,2,1,-0.25,1.4,None,9.04,354.28,4,5,2,3,20,BASE,299.8,299.1401,0,0,67.59,0.76,N,7,TRUE,TRUE,FALSE,0,FALSE,1,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,"Metipamid_Metoclopramide hcl monohydrate_""clopra-""""yellow""""""_Clopra-""Yellow""_Metoclopramide hydrochloride monohydrate_Metoclomex_Mygdalon_Gastromax_Metox_Maxolon sr_Metoclopramide intensol_Metramid_Metoclopramide hydrochloride_NSC-757117_Clopra_Metoclopramide dihydrochloride monohydrate_Metoclopramide monohydrochloride monohydrate_Gastroflux_Reglan odt_AHR-3070-C_Primperan_Metozolv odt_Parmid_Gimoti_Gastrese l.a._Metoclopramidi hydrochloridum_Maxolon_Gastrobid continus_Reglan_",,,,,,,,
CHEMBL1200944,,1,-0.79,0,-4.35,-0.89,3.09,None,255.23,4,6,1,1,15,ACID,233.25,233.0358,0,0,91.75,0.6,N,1,FALSE,TRUE,FALSE,0,FALSE,0,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],CP-45899-2_Sulbactam sodium_Sulbactam (as sodium)_CP-45,899-2_Sulbactam sodium salt_,,,,,,,
CHEMBL1200945,,2,-2.68,0,-17.92,-6.27,0.54,10.62,497.36,8,13,5,5,27,ZWITTERION,393.35,393.1383,1,0,196.22,0.18,N,16,FALSE,TRUE,TRUE,0,FALSE,1,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+].[Na+],Pentetate calcium trisodium_NSC-34249_Calcium trisodium dtpa_Calcium trisodium pentetate_,,,,,,,,
CHEMBL1200946,S01XA11_A14AB01_,1,7.18,0,7.32,7.32,None,None,428.66,3,3,0,0,31,NEUTRAL,428.66,428.329,1,1,43.37,0.29,N,9,FALSE,TRUE,FALSE,1,FALSE,0,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,Durabolin_Nandrolone decanoate_Deca-durabolin_Nandrolone decanoate ciii_,,,,,,,,
CHEMBL1200947,,0,2.27,1,0.52,2.74,None,9.67,345.87,5,5,2,2,22,BASE,309.41,309.194,0,0,67.79,0.6,N,7,FALSE,FALSE,TRUE,0,TRUE,0,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,Metipranolol hydrochloride_Metipranolol hcl_Optipranolol_Metipranolol_Betamann_,,,,,,,,
CHEMBL1200948,,0,4.12,2,2.75,4.76,None,9.42,410.51,2,2,0,0,22,BASE,294.44,294.2096,0,0,6.48,0.84,N,4,TRUE,FALSE,FALSE,0,FALSE,1,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,Surmontil_Stangyl_Trimipramine maleate_NSC-758386_,,,,,,,,
CHEMBL1200949,,2,-0.09,1,-2.38,-0.28,None,9.56,147.61,2,3,2,3,8,BASE,111.15,111.0796,0,0,54.7,0.56,Y,2,FALSE,TRUE,FALSE,0,FALSE,0,Cl.NCCc1cc[nH]n1,Betazolium chloride_Histalog_Betazole dihydrochloride_Ametazole_NSC-759872_Betazole hydrochloride_Betazole hcl_,,,,,,,,
CHEMBL1200950,A03CA02_,0,2.7,2,-1.08,-1.08,11.05,None,432.36,3,4,1,1,26,NEUTRAL,352.45,352.1907,0,0,46.53,0.68,N,4,TRUE,FALSE,FALSE,0,FALSE,0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],NSC-756686_Quarzan_RO-23773_RO 2-3773_Clidinium bromide_RO-2-3773_,,,,,,,,
CHEMBL1200951,N05AB02_,2,6.83,2,6.54,6.89,None,7.48,549.7,6,5,0,0,38,NEUTRAL,549.7,549.2637,2,2,36.02,0.21,N,12,FALSE,TRUE,FALSE,1,FALSE,0,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Fluphenazine enantate_Fluphenazine enanthate_Fluphenazine_Moditen enant_Fluphenazine maleate_Prolixin_SQ 16,114_Fluphenazini enantas_Prolixin enanthate_Flufenan_SQ 16144_,,,,,,,
CHEMBL1200952,,1,1.84,1,-0.44,2.24,None,10.21,185.7,1,1,1,1,11,BASE,149.24,149.1204,0,0,12.03,0.69,Y,3,TRUE,FALSE,FALSE,0,TRUE,1,CN[C@@H](C)Cc1ccccc1.Cl,Methylamfetamine hydrochloride_Methampex_Methamphetamine hydrochloride_Metamfetamine hydrochloride_Desoxyephedrine hydrochloride_Methamphetamine hydrochloride cii_Methamphetamine hcl_NSC-169505_Desoxyn_,,,,,,,,
CHEMBL1200953,D07AB11_,1,4.09,0,4,4,None,None,488.62,7,7,1,1,35,NEUTRAL,488.62,488.2774,0,0,106.97,0.54,N,7,FALSE,FALSE,TRUE,1,FALSE,0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortisone butyrate propionate_Hydrocortisone probutat_Hydrocortisone probutate_TS 408_Hydrocortisone buteprate_TS-408_Pandel_,,,,,,,,
CHEMBL1200955,,2,2.52,1,3.45,3.47,9.76,6.19,469.96,8,8,1,1,31,NEUTRAL,433.5,433.2101,0,0,94.53,0.47,N,9,FALSE,TRUE,FALSE,1,FALSE,1,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,Mycophenolate mofetil hydrochloride_Cellcept_RS-61443-190_Mycophenolate mofetil hcl_,,,,,,,,
CHEMBL1200959,R06AD04_,0,4.24,2,2.52,3.94,None,8.81,296.44,3,2,0,0,21,BASE,296.44,296.1347,0,0,6.48,0.82,N,2,TRUE,FALSE,FALSE,0,FALSE,0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,Tacaryl_Methdilazine_,,,,,,,,
CHEMBL1200961,,0,3.93,2,1.68,3.75,None,9.48,435.32,2,2,0,0,19,BASE,319.25,318.0732,0,0,16.13,0.83,N,5,TRUE,TRUE,FALSE,0,FALSE,0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Dimetane-ten_Dimegan_Dimotane_Brompheniramine maleate_Dimotane l.a._NSC-758652_Parabromdylamine maleate_Dimetane_(+)-Brompheniramine Maleate_Brompheniramine fumarate_,,,,,,,,
CHEMBL1200962,,1,-1.28,1,-3.45,-4.22,2.82,3.62,571.51,10,11,2,3,32,ACID,480.57,480.125,1,0,150.04,0.21,N,7,FALSE,TRUE,FALSE,0,FALSE,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1.Cl.O.[Cl-],Cefepime hydrochloride monohydrate_Cefepime (as hydrochloride)_NSC-760051_BMY-28142 DIHYDROCHLORIDE MONOHYDRATE_Cefepime hcl_BMY-28142 2HCL.H20_Cefepime hydrochloride (arginine formulation)_BMY-28142 2HCL.H2O_Cefepime hydrochloride_Cefepime dihydrochloride hydrate_Maxipime_,,,,,,,,
CHEMBL1200963,S01EE03_,1,3.15,1,2.63,2.63,None,None,415.57,4,5,4,4,30,NEUTRAL,415.57,415.2723,0,0,89.79,0.31,N,12,FALSE,FALSE,TRUE,0,FALSE,0,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,AGN-192024_Bimatoprost_Latisse_AGN 192024_Lumigan_Prostamide_Durysta_,,,,,,,,
CHEMBL1200964,,2,4.17,2,2.48,4.81,None,9.76,313.87,1,1,0,0,21,BASE,277.41,277.183,0,0,3.24,0.81,N,3,TRUE,TRUE,FALSE,0,FALSE,1,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,Triptafen-m_Saroten retard_Amitriptylini hydrochloridum_Cytriptyline_Tryptizol_Tryptizol-75_Saroten_Elavil_Syneudon_Amitriptyline hydrochloride_Amitriptyline hcl_NIH 10794_Amitid_NSC-104210_Amitril_Endep_Triptafen_Domical_Etravil_Novoprotect_Limbitrol 5_Lentizol_,,,,,,,,
CHEMBL1200965,,0,1.3,1,1.25,1.47,11.72,7.23,501.99,9,10,2,3,32,NEUTRAL,465.53,465.157,0,0,137.26,0.35,N,7,TRUE,FALSE,FALSE,1,FALSE,0,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl,Ambaxin_Spectrobid_Bacampicillin hydrochloride_Bacampicillin hcl_NSC-758228_Becampicillin hydrochloride_,,,,,,,,
CHEMBL1200967,,0,4.12,2,2.94,4.42,None,8.87,370.72,2,2,0,0,20,BASE,334.26,333.0728,0,0,12.47,0.79,N,6,TRUE,FALSE,FALSE,0,FALSE,0,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1.Cl,Bromodiphenhydramine hydrochloride_Bromodiphenhydramine hcl_NSC-36113_Bromazine_Ambodryl_,,,,,,,,
CHEMBL1200968,S01BA02_A01AC03_H02AB09_A07EA02_D07AA02_C05AA01_S02BA01_D07XA01_S01CB03_,1,1.9,0,-2.42,1.15,1.18,None,486.41,6,8,4,4,30,ACID,442.45,442.1757,0,0,141.36,0.48,N,4,FALSE,TRUE,FALSE,1,FALSE,0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],Hydrocortisone sodium phosphate_Cortisol 21-(disodium phosphate)_Hydrocortone_Efcortesol_,,,,,,,,
CHEMBL1200969,G04CB02_,1,6.58,1,5.79,5.79,12.56,None,528.54,2,4,2,2,37,NEUTRAL,528.54,528.2211,2,2,58.2,0.43,N,2,TRUE,FALSE,FALSE,0,FALSE,0,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,Avodart_GI 198745_Duastride_Dutasteride_GI-198745_NSC-740477_Avolve_GG-745_NSC-759880_,,,,,,,,
CHEMBL1200970,,0,5.02,2,2.82,5,None,9.6,348.94,3,2,0,0,22,BASE,312.48,312.166,1,1,6.48,0.77,N,5,TRUE,FALSE,FALSE,0,FALSE,0,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,Profenamine hibenzate_NSC-64074_NSC-169467_Ethopropazine hcl_Prophenamine hydrochloride_Parsidol_Profenamine hydrochloride_Ethopropazine hydrochloride_Profenamine_,,,,,,,,
CHEMBL1200971,,1,-0.01,1,-3.34,-2.98,3.15,7.23,405.43,7,9,3,4,28,ACID,405.43,405.0995,0,0,139.03,0.44,N,6,TRUE,FALSE,FALSE,0,FALSE,0,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Cefaloglycin_Cephaloglycin_Kefocin_Cefaloglycin dihydrate_Cephaloglycin dihydrate_Cephaloglycin anhydrous_Kafocin_39435_,,,,,,,,
CHEMBL1200972,,0,3.53,2,1.97,3.46,13.18,8.87,326.27,2,2,1,1,20,BASE,289.81,289.1233,0,0,23.47,0.91,N,5,TRUE,FALSE,FALSE,0,FALSE,0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,Chlophedianol hcl_Coldrin_Clofedanol hydrochloride_Pectolitan_Chlophedianol hydrochloride_SL 501_SL-501_Sk-74_BAYER-186_Ulone_,,,,,,,,
CHEMBL1200973,G03CA53_G03CA03_,1,6.13,1,6.49,6.49,10.33,None,396.57,3,3,1,1,29,NEUTRAL,396.57,396.2664,1,1,46.53,0.62,N,4,FALSE,TRUE,FALSE,1,FALSE,1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,Depo_Estradiol 17.beta.-cyclopentanepropanoate_Estradiol cypionate_NSC-3354_Estradiol cipionate_Depo-estradiol_,,,,,,,,
CHEMBL1200974,,0,3.4,2,1.79,3.27,None,8.87,406.87,3,3,0,0,20,BASE,290.79,290.1186,0,0,25.36,0.82,N,6,TRUE,FALSE,FALSE,0,FALSE,0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Karbinal er_NSC-62362_Clistin_Davenol_Carbinoxamine maleate_,,,,,,,,
CHEMBL1200975,D07AB21_,1,4.6,0,4.72,4.72,13.83,None,495.03,5,5,1,1,34,NEUTRAL,495.03,494.2235,0,0,80.67,0.46,N,3,FALSE,FALSE,TRUE,0,FALSE,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,SH 863_Clocortolone pivalate_Cloderm_Clocortolone 21-pivalate_SH-863_,,,,,,,,
CHEMBL1200976,,1,1.02,2,1.06,1.51,8.02,9.18,533.96,10,10,5,6,36,BASE,497.5,497.1686,1,0,176.61,0.33,N,3,FALSE,TRUE,FALSE,0,FALSE,1,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,IMI 30_Zavedos_IMI-30_NSC-256439_Idarubicin hcl_Idamycin_Idarubicin hydrochloride_Idamycin pfs_Idarubicin hydrochloride pfs_,,,,,,,,
CHEMBL1200977,,2,1.62,2,0.12,0.33,7.54,4.82,301.3,3,4,1,1,16,NEUTRAL,211.22,211.0746,0,0,69.54,0.78,N,1,FALSE,TRUE,FALSE,0,FALSE,0,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Milrinone lactate_Primacor_,,,,,,,,
CHEMBL1200980,,1,3.29,1,1.46,3.83,-1.75,None,436.57,4,5,1,1,24,ACID,350.44,350.1188,0,0,80.67,0.83,N,2,TRUE,FALSE,TRUE,0,FALSE,1,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,Ogen .625_Ogen_Piperazine estrone sulphate_Harmogen_Sulestrex piperazine_Ogen 2.5_Estrone sulfate piperazine salt_Piperazine estrone sulfate_Ogen 1.25_Ogen 5_Ortho-est_NSC-758912_Estropipate_,,,,,,,,
CHEMBL1200981,,1,0,2,0.1,0.53,8,9.03,579.99,12,12,6,7,39,BASE,543.53,543.1741,3,3,206.07,0.24,N,5,FALSE,TRUE,FALSE,0,FALSE,1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,Epirubicin hydrochloride_NSC-759195_Farmorubicin_Epirubicin hcl_Farmorubicina_IMI-28_WP-697_Pharmorubicin_Ellence_,,,,,,,,
CHEMBL1200982,,0,0.79,0,1.19,1.45,7.48,None,234.23,3,5,2,2,15,NEUTRAL,212.25,212.1161,0,0,75.27,0.68,N,3,TRUE,FALSE,FALSE,0,FALSE,0,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],Secbutabarbital sodium_Mebutal_Sarisol_Buticaps_NSC-11778_Sodium butabarbital_Butalan_Sarisol no. 2_Loubarb_Sarisol no. 1_Astrudion_Butabarbital_Butabarb_Butisol sodium_Butabarbital sodium_Butabarbital sodium salt_,,,,,,,,
CHEMBL1200984,,0,2.27,1,-0.37,1.64,None,9.45,524.95,7,7,2,3,28,BASE,408.88,408.1452,0,0,99.88,0.5,N,8,TRUE,FALSE,FALSE,0,FALSE,0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,UK-48,340-11_Amlodipine maleate_Amvaz_UK-48340-11_,,,,,,,
CHEMBL1200986,N05AD01_,2,8.12,2,7.02,7.91,None,8.24,530.12,4,4,0,0,37,NEUTRAL,530.12,529.2759,2,2,46.61,0.13,N,15,FALSE,TRUE,FALSE,1,FALSE,1,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Haldol Dec_R-13,672_Haldol_Haloperidol decanoate_R-13672_Halomonth_,,,,,,,
CHEMBL1200987,,2,4.74,3,0.06,3.75,3.47,6.67,520.63,5,6,2,2,30,ACID,424.52,424.1457,0,0,92.42,0.46,N,10,TRUE,FALSE,FALSE,0,FALSE,1,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,Eprosartan mesilate_Eprosartan monomethanesulfonate_SK&F 108566-J_Teveten_Eprosartan mesylate_SK&F-108566-J_,,,,,,,,
CHEMBL1200988,,2,3.95,2,-0.47,-0.47,None,None,420.35,3,4,0,0,25,NEUTRAL,340.44,340.1907,0,0,35.53,0.59,N,6,TRUE,FALSE,FALSE,0,FALSE,0,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],Banthine_Methanthelinium bromide_NSC-32145_Dixamone bromide_Vagantin_Methantheline bromide_,,,,,,,,
CHEMBL1200989,D07AB10_S01BA10_,1,3.94,0,3.97,3.97,None,None,521.05,7,7,1,1,36,NEUTRAL,521.05,520.2228,1,1,106.97,0.42,N,6,FALSE,FALSE,TRUE,1,FALSE,0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,SCH-22219_Aclovate_Alclometasone 17,21-dipropionate_Modrasone_SCH 22219_Alclometasone dipropionate_NSC-758914_Alclometasone_,,,,,,,
CHEMBL1200991,,0,2.5,2,0.2,3.63,3.29,None,516.55,6,8,2,2,35,ACID,494.57,494.1512,0,0,113.01,0.27,N,6,TRUE,FALSE,FALSE,1,FALSE,0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],Geocillin_Carindacillin sodium salt_CP-15464-2_CP-15,464-2_Carindacillin sodium_Carbenicillin indanyl sodium_,,,,,,,
CHEMBL1200993,,2,5.45,1,-7.72,-7.72,None,None,891.54,3,6,0,0,36,NEUTRAL,510.83,510.4618,2,2,27.69,0.21,N,21,FALSE,TRUE,FALSE,0,FALSE,0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Flaxedil_NSC-102690_Gallamone triethiodide_Relaxan_Gallamine triethiodide_Syncurarine_Benzcurine iodide_Gallamini triethiodidum_Remyolan_Benzcurine Iodide_Gallomone Triethiodide_,,,,,,,,
CHEMBL1201000,,2,0.07,1,-0.28,-0.22,8.23,None,260.14,6,9,1,1,17,NEUTRAL,238.16,238.0338,0,0,118.05,0.35,N,3,FALSE,TRUE,FALSE,0,FALSE,0,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],Ivadantin_Sodium nitrofurantoin_Nitrofurantoin sodium_,,,,,,,,
